id,title,content,type,is_vignette,is_random,created_at,updated_at
176,BE12018-51,"<p>A six-year-old boy has been diagnosed with cerebral palsy and limited ambulatory function. Your physical exam found mild spasticity in all four extremities, with more involvement in the lower extremity compares to the upper extremities. The cognitive function of the patient is only mildly delayed for his chronologic age. In the pelvis radiograph, you found signs of dysplasia on bilateral hips.</p>",multiple-choice,1,0,2017-12-09 06:18:11,2018-11-20 05:17:34
177,BE12018-50,,multiple-choice,0,1,2017-12-09 06:24:27,2017-12-09 06:25:13
178,BE12018-49,,multiple-choice,0,1,2017-12-09 06:27:44,2017-12-09 06:27:44
179,BE12018-61,,multiple-choice,0,1,2017-12-09 06:30:43,2017-12-09 06:30:43
180,BE12018-62,"<p>A 45-year-old man is brought to the trauma bay after falling from his roof while cleaning his utters. He complains of severe lower back pain but is neurologically intact. Initial CT images demonstrate an L1 burst fracture with a fracture through the lamina, 50% canal compromise from bony retropulsion, and 25 degrees of segmental kyphosis. An MRI demonstrates discontinuity of the ligamentum flavum and interspinous ligaments at the injured level.</p>",multiple-choice,1,0,2017-12-09 09:05:12,2017-12-10 02:02:16
181,BE12018-50,<p>An 83-year-old female with a history of THR performed 14 years ago presents after an acute fall. She has a 2 year history of increasing thigh pain that initially began atraumatically. Figure below reveals a hip radiograph taken 1 month prior to the fall when she returned to her orthopaedic surgeon complaining of thigh pain. She has been unable to ambulate since the fall and presents to the emergency department for evaluation with new radiographs as seen figures below.</p>,multiple-choice,1,0,2017-12-09 09:12:00,2018-11-20 05:15:51
182,BE12018-51,"<p>A 37-year-old, male motorcyclist was struck by another vehicle at highway speeds. He was intubated in the field. On arrival to the trauma bay his GCS is 3T, heart rate is 130 beats per minute, blood pressure is 90/58 mm Hg, lactate is 8, and his base deficit is 6. He is found to have a grade IV splenic laceration, multiple rib fractures, a pelvic ring injury, a closed left femur fracture, a comminuted Gustilo&ndash;Anderson 3C tibia fracture, and a small intraparenchymal hemorrhage. He is stabilized in the trauma bay and taken directly to the operating room by the general surgery team for exploratory laparotomy.</p>",multiple-choice,1,0,2017-12-09 09:16:57,2018-11-20 05:16:05
183,BE12018-52,"<p>A 42-year-old man presents to the hospital with pain and swelling of the dorsum of his hand. He reports blunt trauma against a metal shelf, but does not remember a break in the skin. There is a blister of the skin. He reports erythema started approximately 6 hours ago of the hand but it now extends to the wrist. He is febrile to 102 degrees, heart rate is 110, and blood pressure is 92/38. He has significant pain to palpation and induration of the dorsum of the hand.</p>",multiple-choice,1,0,2017-12-09 23:26:29,2018-11-20 05:15:23
188,BE12018-57,,multiple-choice,0,1,2017-12-10 00:01:25,2017-12-10 00:01:25
191,BE12018-H1,<p>A 54-year-old male presented to the ED with left elbow pain after sustaining an injury in a low-speed motor vehicle accident.</p>,essay,1,0,2017-12-10 02:50:11,2018-11-20 06:05:57
192,BE12018-H2,"<p>A 28-year-old, right-hand-dominant male caught big air going off a jump while snowboarding for the first time. He landed awkwardly on his non-dominant left hand and immediately developed pain</p>",essay,1,0,2017-12-10 02:57:03,2018-07-14 07:53:59
193,BE12018-H3,<p>A 34-year-old man presents to the emergency department with pain in his left index finger. He reports that he was cutting meat when his knife slipped and punctured the volar surface of his proximal phalanx.</p>,essay,1,1,2017-12-10 03:01:35,2018-11-20 06:06:53
194,BE12018-H4,<p>A mother brought her 8-month-old child with deformity disorder on the right-hand finger since birth</p>,essay,1,0,2017-12-10 03:06:02,2018-11-20 06:06:24
195,BE12018-H5,"<p>A 10-month-old, male child comes to your office accompanied by his parents who have recently noticed that while he is using his hand, he appears unable to extend his thumb fully</p>",essay,1,0,2017-12-10 03:12:30,2018-07-09 08:15:51
196,BE12018-O1,<p>A 40-years-old female with a lump on the left wrist since 8 months ago. X-ray and histology slide shows in the figure above.</p>,essay,1,0,2017-12-10 03:25:14,2018-07-14 07:54:39
197,BE12018-O2,<p>A 60-years-old female felt pain on the left humerus when she brings heavy object. She has a history of mastectomy of the left breast due to breast carcinoma 1 years ago and undergoing chemotherapy. Xray is shown in figure above</p>,essay,1,0,2017-12-10 03:31:42,2018-11-20 06:05:06
199,BE12018-O3,<p>A 12-years-old boy came to orthopedic outpatient clinic because of pain in the right lower leg and left arm. X-ray is shown in figure above</p>,essay,1,0,2017-12-10 03:43:54,2018-11-20 06:04:35
200,BE12018-O4,<p>The figure above shows histopathology result of two type of&nbsp;bone tumor.</p>,essay,1,0,2017-12-10 03:58:22,2018-11-20 06:04:03
201,BE12018-O5,<p>A 9-years-old girl felt pain on the ankle since 1 year ago come to the outpatient clinic for medication.</p>,essay,1,0,2017-12-10 05:10:30,2018-07-14 07:53:06
202,BE12018-S1,"<p>This a photograph and X-ray appearance vertebra of a young lady, 16 years old who complaining of back pain since 6 months duration.</p>",essay,1,0,2017-12-10 05:20:00,2018-07-09 08:15:18
203,BE12018-S2,<p>This imaging was&nbsp;taken from lumbosacral 53 years old male with low back pain for 3 months duration</p>,essay,1,0,2017-12-10 05:29:03,2018-11-20 06:02:02
204,BE12018-H6,<p>This photograph was taken from a male 32 years old 4 days after surgery</p>,essay,1,0,2017-12-10 05:35:52,2018-07-14 07:52:52
205,BE12018-H7,<p>This is photograph of patient with wound at his left axilla</p>,essay,1,0,2017-12-10 05:40:59,2018-07-09 08:18:34
206,BE12018-L1,<p>This is a picture of knee assessment</p>,essay,1,0,2017-12-10 05:43:47,2018-07-09 08:17:37
207,BE12018-62,<p>A 7 years old boy came to your clinical with a painful left elbow after a fall from bicycle 2 days ago. The swelling is not too obvious however he cannot flex the elbow due to pain. Neurovascular distal is intact. X-ray is as seen in the picture above.</p>,multiple-choice,1,0,2017-12-24 10:25:47,2018-11-20 05:14:16
208,BE12018-63,<p>A newborn is referred to you due to swollen and inactive left upper extremity. The baby was born through spontaneous yet difficult delivery due to its huge birthweight.</p>,multiple-choice,1,0,2017-12-24 10:46:11,2018-07-09 23:52:04
209,BE12018-64,"<p>A 5 months old baby was admitted for to hospital for 3 days due to enteritis 3 weeks ago during which she had an intravenous fluid drip on her right ankle (saphenous vein). About one week ago she started to develop fever, irritable and swollen left knee. Today she comes to your clinic with clinical condition as follows</p>",multiple-choice,1,0,2017-12-24 10:56:11,2017-12-24 11:10:47
210,BE12018-65,"<p>A 10-year-old boy comes to your clinic with draining sinus on his outer left ankle. He had a high fever about 3 months&nbsp;ago during which his left ankle was swollen. At that time, he went to local primary health care to get treatment, the fever was resolved but the draining sinus continues</p>",multiple-choice,1,0,2017-12-24 11:11:10,2017-12-24 11:30:02
211,BE12018-66,<p>A 12 years old boy came to the emergency department with a swollen right elbow after a fall. Neurovascular distal intact</p>,multiple-choice,1,0,2017-12-24 11:37:57,2018-11-20 05:13:48
212,BE12018-67,,multiple-choice,0,1,2017-12-24 11:55:29,2018-11-20 05:13:31
213,BE12018-68,,multiple-choice,0,1,2017-12-24 12:02:40,2017-12-24 12:02:40
214,BE12018-69,"<p>A 9-year-old boy comes to your clinic today with the history of fell onto outstretched right hand 3 weeks ago on a basketball match. He was brought to a local bonesetter, upon which his right wrist was splinted with a wooden bar. Today, he doesn&rsquo;t feel any pain anymore, however, the wrist range of motion is still limited</p>",multiple-choice,1,0,2017-12-24 12:07:49,2018-11-20 05:15:03
215,BE12018-P1,<p>A 12 years old girl with spastic diplegic cerebral palsy come to your clinic complaining she has a scissoring gait. The pelvic x-ray is as follow</p>,essay,1,0,2017-12-24 12:17:40,2017-12-24 12:22:16
216,BE12018-P2,"<p>An obese 14 years old boy came to your clinic with intermittent and migrating pain in his right groin, hip, knee, and thigh for several weeks. This pain usually worsens with activity. He may still walk with a limp in a period of activity but then stopped due to pain. The pelvic x-ray is as above</p>",essay,1,0,2017-12-24 12:22:38,2018-11-20 06:07:49
217,BE12018-P3,<p>An obese 5-year-old boy came with a complaint of left lower extremity being bow legged which has been worsened over 1 year. There is no sign inflammation or significant trauma to the area. The boy has also a problem with his body weight. He was an early walker as well.</p>,essay,1,0,2017-12-24 12:29:05,2018-07-09 08:16:12
218,BE12018-P4,<p>A 7 years old boy came to your clinic with a painful left wrist after a fall on an outstretched hand in a soccer match an hour ago. Neurovascular distal is intact.</p>,essay,1,0,2017-12-24 13:38:56,2017-12-24 13:44:56
219,BE12018-P5,<p>A newborn in the pediatric ward is referred to you with multiple bowings and the baby is irritable when the nurse tries to move its extremities. The babygram is as the picture&nbsp;above.</p>,essay,1,0,2017-12-24 13:47:38,2017-12-26 09:46:36
221,BE12018-70,<p>A 7 years old boy came to your clinical with painful left elbow after a fall from bycycle 2 days ago. The swelling is not to obvious how ever he cannot flex the elbow due to pain. Neurovascular distal is intact. X ray is as follow</p>,multiple-choice,1,0,2017-12-27 10:38:03,2017-12-27 10:42:21
225,BE12712-A1,"<p>A 35-year-old-male complaining pain on the right knee. Pain especially during up and down stairs and unstable knee while walking.</p>

<p>He had history&nbsp; of traffic accident 1 years ago.</p>",essay,1,0,2017-12-27 13:34:57,2017-12-27 14:16:49
226,BE12712-A2,"<p>Female, 42 years old came complaining pain at medial side of her forefoot. History of daily high heels usage is admitted. The clinical pictures is as follows.</p>",essay,1,0,2017-12-27 13:42:44,2017-12-27 14:16:56
227,BE12712-A3,<p>A 35-year-old-female had motorcycle accident. Her knee was hit by another motorcycle from front.</p>,essay,1,0,2017-12-27 13:45:59,2017-12-27 14:17:04
228,BE12712-H1,<div>&bull;Male 25 years old right handed male arrived at emergency room after accidentally he cut his own finger when working</div>,essay,1,0,2017-12-27 13:51:29,2017-12-27 13:53:37
229,BE12712-H2,<p>33 years old right handed male complaining pain at his hand after Blowing a fist to a robber</p>,essay,1,0,2017-12-27 13:53:54,2017-12-27 14:17:12
230,BE12712-H3,"<p>45 years old right handed male complain about deformity of his right index finger. He say that 9 months ago, his deformed finger is only on the distal joint that cannot extend after being hit by a ball when trying to catch it.</p>",essay,1,0,2017-12-27 14:14:27,2017-12-27 14:17:17
231,BE12712-O1,<p>Diagnosis : Pathologic fracture subtroanteric femur Dextra Mammae carcinoma</p>,essay,1,0,2017-12-27 14:22:57,2017-12-27 14:24:46
232,BE12712-02,,essay,1,0,2017-12-27 14:25:02,2017-12-28 08:41:47
233,BE12712-03,,essay,1,0,2017-12-27 14:27:50,2017-12-27 14:27:50
234,281217-1,"<p>A 30-year -old, right-hand-dominant man presents to the clinic complaining of anterior right shoulder pain. There is pain mostly with an overhead movement that radiates to the biceps muscle belly. He takes no medications, is otherwise healthy, and works as a car mechanic. He is an avid volleyball player. His examination includes a positive Hawkins test, positive Yerguson&#39;s test, tenderness to palpation over the intertubercular sulcus, and a negative Speed&#39;s test. The rest of the examination is normal. Plain radiographs are normal.</p>",multiple-choice,1,0,2017-12-27 14:37:36,2017-12-27 14:43:37
235,281217-2,"<p>An active, 19-year-old gymnast complains of ulnar-sided wrist pain.&nbsp; She has already obtained an MRI scan which reveals ECU tendinitis.</p>",multiple-choice,1,0,2017-12-27 14:44:08,2017-12-27 14:57:58
236,281217-3,<p>A 7-year-old boy arrives at the emergency department with forearm pain. Today he was picking up his backpack when he felt a pop in his forearm that resulted in the current injury.&nbsp; His history is significant for 5 other fractures treated nonsurgically. His mother states that she had 14 fractures during childhood but is healthy now. Both the boy and his mother have blue sclera.&nbsp; Figures above are the radiographs of his injured forearm.</p>,multiple-choice,1,0,2017-12-27 15:01:38,2017-12-27 15:27:25
237,281217-4,<p>A 56-year -old homemaker fell down the steps of her basement injuring her left ring finger. She was seen at an outside facility with significant deformity of the ring finger. There were no open wounds. There were severe pain and limited motion. Radiographs are shown in Figures above</p>,multiple-choice,1,0,2017-12-27 15:29:26,2017-12-27 15:35:43
238,BE12712-P1,<p>A 4 years old boy cannot move his left elbow after a fall onto his left &nbsp;hand while the elbow is flexed</p>,essay,1,0,2017-12-27 15:59:22,2017-12-27 16:02:32
239,BE12712-P2,<p>A two year old baby came to your clinic with a deformities on both of his feet</p>,essay,1,0,2017-12-27 16:02:47,2017-12-27 16:04:45
240,BE12712-P3,<p>A 4 years ol girl came to your clinic with a short-leg gait of the left lower extremity. History shows that she was born with breech presentation. There is no history of pain or fever. Physical examination reveals a short-leg gait with 3 cm of leg length discrepancy. The trendelenburg sign on the left hip is positive with limited abduction</p>,essay,1,0,2017-12-27 16:04:59,2017-12-27 16:06:33
241,BE12712-S1,<div>21-year-old female complain about severe back pain after her car hit a tree. There is no neurologic deficit. The sagittal CT of lumbar spine is showed in figure</div>,essay,1,0,2017-12-27 16:07:39,2017-12-27 16:08:47
242,BE12712-S2,"<div>A sagittal CT scan of a 77-year-old woman who has been experiencing back pain for about 1 month. No history of trauma, No muscle weakness and sensory disturbances.</div>",essay,1,0,2017-12-27 16:09:05,2017-12-27 16:10:24
243,BE12712-S3,<div>A 47-year-old man has with chief complain back pain for 6 months.&nbsp; Night pain are noted and pain in change of position. Motoric power&nbsp; of lower extremities are 4/5.&nbsp; MRI of thoracal spine is showed in this figure</div>,essay,1,0,2017-12-27 16:10:41,2017-12-30 22:29:24
244,BE12018-A1,"<p>This is a Radiological picture of a 53-year-old male with a left hip pain felt since 4 months before admission. The pain felt insidious, occurred when he was walking, decreased when resting. Now, he feels pain when he raises his leg. Walks with crutches. Fever (-),&nbsp; history of trauma (-), Cough (-), TB medication (-), alcohol (-) no history of the family member with the same disease, history of traditional medicine consumption and analgesic (+) since 5 years ago. Physical examination shows leg length discrepancy and tenderness on the right hip without mass and swelling. The range of motion was limited (see the picture above). Laboratory examination was performed with result,&nbsp;WBC 11.700, ESR 25, CRP 0,4, uric acid 21/23, and ICT TB was negative.&nbsp;</p>

<div>&nbsp;</div>",essay,1,0,2017-12-27 16:21:56,2018-11-20 06:17:58
